UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_encoded,Product ID_encoded,Failure Type_encoded
2308,299.0,308.5,1623,33.5,154,0,0,259,1
2309,299.1,308.5,1371,55.5,159,0,1,2377,1
2310,299.1,308.6,1611,31.4,161,0,1,2378,1
2311,299.0,308.4,1535,47.5,163,0,2,7677,1
2312,299.1,308.6,1491,38.5,166,0,2,7678,1
2313,299.1,308.6,1441,36.2,169,0,2,7679,1
2314,299.1,308.8,1725,26.6,172,0,2,7680,1
2315,299.2,308.9,1368,47.2,175,0,1,2379,1
2316,299.2,308.9,1526,37.9,177,0,1,2380,1
2317,299.2,308.8,1542,39.2,179,0,1,2381,1
2318,299.2,308.8,1605,31.1,181,0,1,2382,1
2319,299.2,308.8,1405,51.4,183,0,1,2383,1
2320,299.2,308.8,1700,33.5,185,0,2,7681,1
2321,299.2,308.8,1440,39.1,188,0,0,260,1
2322,299.2,308.8,1314,52.5,193,0,2,7682,1
2323,299.2,308.7,1514,41.9,196,0,1,2384,1
2324,299.2,308.7,1401,47.0,198,0,2,7683,1
2325,299.3,308.8,1636,29.9,201,0,1,2385,1
2326,299.3,308.8,1603,33.9,203,0,1,2386,1
2327,299.4,308.7,1487,52.6,205,0,2,7684,1
2328,299.3,308.7,1420,50.3,208,0,2,7685,1
2329,299.3,308.7,1579,36.3,211,0,1,2387,1
2330,299.3,308.7,1484,40.5,213,0,1,2388,1
2331,299.3,308.7,1390,49.3,215,0,2,7686,1
2332,299.3,308.6,1384,53.6,218,1,1,2389,2
2333,299.2,308.5,1378,50.4,220,1,1,2390,2
2334,299.2,308.5,1445,45.2,222,0,1,2391,1
2335,299.2,308.4,1445,43.5,224,0,1,2392,1
2336,299.2,308.4,1509,39.4,0,0,1,2393,1
2337,299.2,308.4,1434,46.8,2,0,1,2394,1
2338,299.2,308.4,1877,23.9,4,0,1,2395,1
2339,299.3,308.3,1651,28.0,6,0,1,2396,1
2340,299.2,308.2,1466,41.3,8,0,1,2397,1
2341,299.1,308.1,1479,40.7,10,0,1,2398,1
2342,299.1,308.2,1409,46.4,12,0,1,2399,1
2343,299.2,308.2,1674,28.2,14,0,2,7687,1
2344,299.1,308.3,1305,61.4,17,0,1,2400,1
2345,299.2,308.3,1755,26.4,19,0,2,7688,1
2346,299.2,308.4,1475,38.7,22,0,1,2401,1
2347,299.2,308.4,1402,47.7,24,0,1,2402,1
2348,299.2,308.3,1410,43.0,26,0,1,2403,1
2349,299.2,308.4,1436,41.8,28,0,1,2404,1
2350,299.3,308.5,1386,42.2,30,0,2,7689,1
2351,299.3,308.6,1744,26.4,33,0,1,2405,1
2352,299.2,308.4,1393,48.4,35,0,1,2406,1
2353,299.3,308.5,1422,45.4,37,0,2,7690,1
2354,299.2,308.4,1841,22.8,40,0,1,2407,1
2355,299.3,308.6,1433,37.7,42,0,1,2408,1
2356,299.3,308.5,1305,60.6,44,0,2,7691,1
2357,299.3,308.6,1498,39.5,47,0,0,261,1
2358,299.3,308.5,1772,26.1,52,0,1,2409,1
2359,299.2,308.4,1381,42.5,54,0,2,7692,1
2360,299.3,308.5,1413,38.5,57,0,1,2410,1
2361,299.2,308.4,1388,53.2,59,0,0,262,1
2362,299.2,308.6,1631,35.4,64,0,2,7693,1
2363,299.3,308.6,1520,41.4,67,0,0,263,1
2364,299.3,308.5,1510,45.4,72,0,1,2411,1
2365,299.2,308.5,1366,49.7,74,0,1,2412,1
2366,299.4,308.5,1845,22.9,76,0,1,2413,1
2367,299.3,308.5,1485,44.7,78,0,1,2414,1
2368,299.3,308.5,1496,39.4,80,0,2,7694,1
2369,299.3,308.4,1468,42.2,83,0,2,7695,1
2370,299.2,308.4,1856,22.7,86,0,2,7696,1
2371,299.2,308.4,1620,34.1,89,0,1,2415,1
2372,299.3,308.5,1409,44.8,91,0,1,2416,1
2373,299.3,308.5,1404,49.4,93,0,2,7697,1
2374,299.2,308.4,1350,51.3,96,0,1,2417,1
2375,299.2,308.4,1538,38.0,98,0,2,7698,1
2376,299.2,308.4,1476,32.7,101,0,2,7699,1
2377,299.2,308.3,1364,51.8,104,0,2,7700,1
2378,299.2,308.3,1582,45.5,107,0,2,7701,1
2379,299.1,308.2,1348,56.1,110,0,1,2418,1
2380,299.1,308.2,1450,46.1,112,0,0,264,1
2381,299.0,308.1,1242,60.9,117,0,1,2419,1
2382,299.1,308.2,1493,34.9,119,0,1,2420,1
2383,299.1,308.3,1601,31.4,121,0,1,2421,1
2384,299.1,308.2,1568,33.3,123,0,1,2422,1
2385,299.1,308.3,1506,38.0,125,0,2,7702,1
2386,299.1,308.3,1524,34.1,128,0,1,2423,1
2387,299.1,308.4,1543,37.9,130,0,1,2424,1
2388,299.2,308.5,1474,47.2,132,0,2,7703,1
2389,299.2,308.5,1526,37.3,135,0,2,7704,1
2390,299.2,308.5,1867,27.0,138,0,1,2425,1
2391,299.2,308.5,1487,41.2,140,0,1,2426,1
2392,299.2,308.4,1580,32.6,142,0,1,2427,1
2393,299.2,308.5,1340,50.0,144,0,1,2428,1
2394,299.2,308.5,1544,41.6,146,0,1,2429,1
2395,299.2,308.5,1488,40.3,148,0,1,2430,1
2396,299.2,308.5,1742,28.9,150,0,2,7705,1
2397,299.1,308.5,1592,34.2,153,0,2,7706,1
2398,299.2,308.6,1582,38.8,156,0,1,2431,1
2399,299.2,308.5,1490,43.2,158,0,1,2432,1
2400,299.2,308.5,1594,35.8,160,0,2,7707,1
2401,299.2,308.6,1462,55.0,163,0,0,265,1
2402,299.2,308.6,1367,47.6,168,0,2,7708,1
2403,299.2,308.7,1325,51.0,171,0,1,2433,1
2404,299.2,308.7,1448,51.4,173,0,0,266,1
2405,299.1,308.7,2008,20.3,178,0,2,7709,1
2406,299.1,308.7,1498,38.9,181,0,1,2434,1
2407,299.1,308.6,1437,41.6,183,0,1,2435,1
2408,299.1,308.6,1499,45.1,185,0,2,7710,1
2409,299.0,308.4,1356,52.6,188,0,1,2436,1
2410,299.1,308.5,1539,46.8,190,0,1,2437,1
2411,299.1,308.5,1689,32.1,192,0,1,2438,1
2412,299.0,308.5,1559,38.1,194,0,1,2439,1
2413,299.1,308.6,1408,46.7,196,0,1,2440,1
2414,299.0,308.5,1886,23.0,198,0,1,2441,1
2415,299.1,308.5,1415,43.4,0,0,1,2442,1
2416,299.1,308.5,1587,35.6,2,0,2,7711,1
2417,299.0,308.4,1571,38.6,5,0,1,2443,1
2418,298.9,308.3,1576,36.6,7,0,1,2444,1
2419,298.9,308.3,1660,34.4,9,0,1,2445,1
2420,298.9,308.2,1328,49.2,11,0,2,7712,1
2421,298.8,308.2,1450,44.7,14,0,0,267,1
2422,298.9,308.2,2384,15.0,19,0,1,2446,1
2423,298.8,308.2,1443,53.4,21,0,1,2447,1
2424,298.9,308.2,2022,20.0,23,0,2,7713,1
2425,298.9,308.2,1828,23.8,26,0,1,2448,1
2426,298.8,308.1,1472,53.5,28,0,1,2449,1
2427,298.9,308.2,1372,63.6,30,1,2,7714,3
2428,298.9,308.3,1855,23.8,33,0,1,2450,1
2429,299.0,308.3,1377,47.2,35,0,2,7715,1
2430,298.9,308.3,1432,48.9,38,0,1,2451,1
2431,298.9,308.2,1335,47.8,40,0,2,7716,1
2432,298.9,308.2,1411,51.3,43,0,2,7717,1
2433,298.9,308.2,1510,43.5,46,0,1,2452,1
2434,299.0,308.3,1441,44.0,48,0,1,2453,1
2435,299.0,308.2,1358,42.7,50,0,2,7718,1
2436,298.9,308.2,1686,30.4,53,0,1,2454,1
2437,299.0,308.2,1662,30.4,55,0,0,268,1
2438,299.1,308.3,1426,40.1,60,0,1,2455,1
2439,299.1,308.4,1330,53.6,62,0,2,7719,1
2440,299.1,308.4,1693,31.6,65,0,1,2456,1
2441,299.1,308.4,1426,47.9,67,0,1,2457,1
2442,299.1,308.5,1676,31.0,69,0,1,2458,1
2443,299.1,308.4,1332,51.7,71,0,2,7720,1
2444,299.1,308.5,1647,35.0,74,0,1,2459,1
2445,299.2,308.6,1267,68.2,76,1,1,2460,3
2446,299.2,308.7,1375,55.1,78,0,0,269,1
2447,299.3,308.6,1422,48.9,83,0,1,2461,1
2448,299.3,308.7,1408,48.7,85,0,1,2462,1
2449,299.4,308.9,1440,42.5,87,0,1,2463,1
2450,299.3,308.8,1772,25.2,89,0,1,2464,1
2451,299.2,308.7,1492,37.8,91,0,1,2465,1
2452,299.2,308.7,1650,30.5,93,0,1,2466,1
2453,299.1,308.6,2329,14.6,95,0,2,7721,1
2454,299.0,308.6,1648,30.8,98,0,1,2467,1
2455,299.0,308.6,1653,31.7,100,0,1,2468,1
2456,299.0,308.6,1946,22.3,102,0,1,2469,1
2457,299.1,308.6,1555,36.6,104,0,1,2470,1
2458,299.0,308.6,1661,32.2,106,0,1,2471,1
2459,299.0,308.6,1434,45.9,108,0,1,2472,1
2460,299.0,308.6,1297,54.2,110,0,1,2473,1
2461,299.0,308.6,1466,46.4,112,0,1,2474,1
2462,298.9,308.6,1517,39.8,114,0,2,7722,1
2463,298.9,308.5,1742,34.5,117,0,1,2475,1
2464,298.9,308.5,1580,39.1,119,0,1,2476,1
2465,298.9,308.5,1534,42.9,121,0,2,7723,1
2466,298.9,308.6,1481,40.7,124,0,1,2477,1
2467,299.0,308.6,1429,37.7,126,0,1,2478,1
2468,298.9,308.6,1574,33.5,128,0,2,7724,1
2469,298.9,308.6,1524,40.4,131,0,2,7725,1
2470,299.0,308.7,1507,37.5,134,0,1,2479,1
2471,298.9,308.5,1467,44.7,136,0,1,2480,1
2472,298.9,308.4,1301,51.1,138,0,1,2481,1
2473,298.9,308.5,1429,55.1,140,0,1,2482,1
2474,298.9,308.5,1555,37.6,142,0,2,7726,1
2475,298.9,308.5,1503,40.6,145,0,1,2483,1
2476,298.9,308.5,1459,43.1,147,0,1,2484,1
2477,298.9,308.4,1449,42.4,149,0,0,270,1
2478,298.9,308.5,1387,57.3,154,0,1,2485,1
2479,298.9,308.5,1456,50.0,156,0,2,7727,1
2480,299.0,308.5,1604,34.7,159,0,1,2486,1
2481,299.0,308.6,1734,32.4,161,0,1,2487,1
2482,299.0,308.6,1378,47.8,163,0,1,2488,1
2483,298.9,308.7,1504,41.8,165,0,1,2489,1
2484,298.9,308.7,1402,49.8,167,0,2,7728,1
2485,298.8,308.6,1524,37.7,170,0,0,271,1
2486,298.8,308.6,1593,35.5,175,0,1,2490,1
2487,298.9,308.7,1772,28.4,177,0,2,7729,1
2488,298.9,308.6,1623,31.0,180,0,0,272,1
2489,298.9,308.7,1356,50.7,185,0,1,2491,1
2490,298.9,308.7,1500,41.6,187,0,0,273,1
2491,299.1,308.8,1566,46.6,192,0,0,274,1
2492,299.1,308.9,1445,43.4,197,0,1,2492,1
2493,299.0,308.8,1382,58.5,199,0,0,275,1
2494,299.0,308.8,1418,45.7,204,0,2,7730,1
2495,299.1,308.8,1329,53.6,207,1,1,2493,2
2496,299.1,308.8,1491,41.0,209,0,2,7731,1
2497,299.2,308.9,1573,37.4,212,0,2,7732,1
2498,299.2,308.9,1521,42.3,215,0,2,7733,1
2499,299.1,308.9,1467,47.2,218,0,1,2494,1
2500,299.1,308.9,1325,48.4,220,0,2,7734,1
2501,299.1,308.9,1617,32.3,223,0,1,2495,1
2502,299.1,308.9,1476,42.7,225,0,2,7735,1
2503,299.2,309.0,1515,48.9,228,1,1,2496,2
2504,299.2,309.0,1408,47.2,0,0,1,2497,1
2505,299.2,309.1,1468,45.6,2,0,1,2498,1
2506,299.2,309.1,1387,48.7,4,0,1,2499,1
2507,299.2,309.1,1503,34.7,6,0,2,7736,1
2508,299.2,309.1,1410,47.1,9,0,0,276,1
2509,299.0,308.9,1615,30.6,14,0,1,2500,1
2510,299.0,308.9,1511,35.9,16,0,1,2501,1
2511,299.1,309.0,1405,53.8,18,0,1,2502,1
2512,299.0,308.9,1526,41.1,20,0,2,7737,1
2513,298.9,308.8,1530,38.3,23,0,1,2503,1
2514,299.0,308.7,1583,32.5,25,0,1,2504,1
2515,298.9,308.6,2069,18.7,27,0,1,2505,1
2516,298.8,308.5,1490,35.0,29,0,1,2506,1
2517,298.8,308.5,1736,29.0,31,0,1,2507,1
2518,298.8,308.5,1395,44.4,33,0,1,2508,1
2519,298.9,308.6,1425,49.6,35,0,2,7738,1
2520,298.8,308.6,1631,32.4,38,0,1,2509,1
2521,298.8,308.6,1535,41.2,40,0,1,2510,1
2522,298.8,308.6,1584,34.4,42,0,1,2511,1
2523,298.8,308.7,1543,38.2,44,0,2,7739,1
2524,298.8,308.7,1635,35.2,47,0,1,2512,1
2525,298.8,308.7,1446,45.5,49,0,2,7740,1
2526,298.8,308.6,1598,35.1,52,0,2,7741,1
2527,298.8,308.6,1501,35.0,55,0,1,2513,1
2528,298.8,308.5,1450,50.8,57,0,1,2514,1
2529,298.8,308.6,1730,25.9,59,0,1,2515,1
2530,298.8,308.6,1571,33.7,61,0,2,7742,1
2531,298.9,308.7,1438,51.7,64,0,1,2516,1
2532,298.8,308.5,1510,38.7,66,0,2,7743,1
2533,298.9,308.7,1389,44.9,69,0,1,2517,1
2534,298.8,308.7,1490,33.6,71,0,1,2518,1
2535,298.9,308.7,1729,26.6,73,0,1,2519,1
2536,299.0,308.8,1495,38.4,75,0,1,2520,1
2537,298.9,308.8,1281,53.9,77,0,1,2521,1
2538,298.9,308.7,1353,48.1,79,0,0,277,1
2539,299.1,308.8,1429,50.1,84,0,1,2522,1
2540,299.1,308.8,1413,42.1,86,0,1,2523,1
2541,299.1,308.8,1502,38.3,88,0,1,2524,1
2542,299.1,308.8,1553,32.6,90,0,0,278,1
2543,299.2,308.9,1712,26.4,95,0,0,279,1
2544,299.3,309.0,1786,23.5,100,0,1,2525,1
2545,299.2,309.0,1951,21.4,102,0,1,2526,1
2546,299.2,309.0,1541,36.3,104,0,2,7744,1
2547,299.2,309.1,1605,34.3,107,0,1,2527,1
2548,299.2,309.1,1578,38.1,109,0,1,2528,1
2549,299.3,309.2,1440,37.5,111,0,2,7745,1
2550,299.4,309.2,1489,42.3,114,0,1,2529,1
2551,299.4,309.3,1366,48.4,116,0,1,2530,1
2552,299.3,309.2,1541,37.2,118,0,1,2531,1
2553,299.3,309.1,1552,40.7,120,0,0,280,1
2554,299.3,309.1,1473,40.3,125,0,1,2532,1
2555,299.3,309.1,1531,37.9,127,0,1,2533,1
2556,299.3,309.2,1511,37.2,129,0,1,2534,1
2557,299.3,309.1,1449,47.9,131,0,2,7746,1
2558,299.4,309.1,1440,50.0,134,0,2,7747,1
2559,299.2,309.0,1881,23.9,137,0,2,7748,1
2560,299.3,309.0,1447,50.4,140,0,1,2535,4
2561,299.4,309.1,1326,62.0,142,0,2,7749,1
2562,299.4,309.2,1607,31.7,145,0,1,2536,1
2563,299.3,309.1,1551,39.1,147,0,1,2537,1
2564,299.3,309.1,1496,37.2,149,0,1,2538,1
2565,299.3,309.1,1493,38.0,151,0,1,2539,1
2566,299.4,309.1,1304,50.5,153,0,1,2540,1
2567,299.3,309.0,1420,41.6,155,0,2,7750,1
2568,299.4,309.1,1766,24.6,158,0,1,2541,1
2569,299.6,309.2,1450,43.1,160,0,1,2542,1
2570,299.5,309.2,1872,22.6,162,0,0,281,1
2571,299.6,309.2,1713,26.5,167,0,1,2543,1
2572,299.5,309.2,1497,40.9,169,0,2,7751,1
2573,299.4,309.1,1352,44.7,172,0,2,7752,1
2574,299.5,309.2,1499,41.5,175,0,1,2544,1
2575,299.5,309.3,1972,19.3,177,0,1,2545,1
2576,299.5,309.3,1422,49.2,179,0,1,2546,1
2577,299.5,309.3,1523,41.5,181,0,1,2547,1
2578,299.5,309.4,1563,41.5,183,0,1,2548,1
2579,299.4,309.3,1391,46.6,185,0,1,2549,1
2580,299.3,309.1,1795,24.7,187,0,1,2550,1
2581,299.3,309.1,1293,53.7,189,0,1,2551,1
2582,299.2,309.1,1345,60.7,191,1,1,2552,2
2583,299.2,309.0,1615,33.7,193,0,1,2553,1
2584,299.2,308.9,1342,50.8,195,0,1,2554,1
2585,299.1,308.8,1502,46.7,197,0,1,2555,1
2586,299.0,308.7,1620,35.4,199,0,2,7753,1
2587,299.0,308.7,1537,42.8,202,0,1,2556,1
2588,299.0,308.7,2248,16.8,204,0,1,2557,1
2589,299.0,308.7,1706,28.6,206,0,1,2558,1
2590,299.0,308.7,2250,16.6,208,0,1,2559,1
2591,299.0,308.7,1396,48.6,0,0,1,2560,1
2592,298.9,308.6,1522,46.4,2,0,1,2561,1
2593,298.9,308.6,1539,45.4,4,0,1,2562,1
2594,298.9,308.5,1415,54.0,6,0,0,282,1
2595,298.8,308.5,1446,37.0,11,0,1,2563,1
2596,298.8,308.6,1486,41.1,13,0,2,7754,1
2597,299.0,308.7,1426,38.6,16,0,1,2564,1
2598,299.0,308.7,1449,38.9,18,0,1,2565,1
2599,299.1,308.8,1320,67.5,20,1,1,2566,3
2600,299.2,308.9,1447,39.6,22,0,2,7755,1
2601,299.3,309.0,1422,47.3,25,0,1,2567,1
2602,299.3,309.1,1399,52.1,27,0,1,2568,1
2603,299.4,309.2,1427,41.5,29,0,1,2569,1
2604,299.3,309.2,1334,46.3,31,0,2,7756,1
2605,299.3,309.1,1385,45.6,34,0,2,7757,1
2606,299.4,309.2,1552,37.4,37,0,1,2570,1
2607,299.4,309.3,1534,37.5,39,0,0,283,1
2608,299.4,309.3,1448,48.6,44,0,1,2571,1
2609,299.5,309.3,1409,44.7,46,0,1,2572,1
2610,299.4,309.2,1621,34.5,48,0,1,2573,1
2611,299.4,309.1,1547,40.9,50,0,0,284,1
2612,299.4,309.1,1957,22.1,55,0,1,2574,1
2613,299.4,309.1,2421,14.2,57,0,1,2575,1
2614,299.3,309.1,1571,38.3,59,0,2,7758,1
2615,299.3,309.1,1634,36.8,62,0,1,2576,1
2616,299.3,309.0,1516,38.7,64,0,1,2577,1
2617,299.4,309.1,1207,66.5,66,0,1,2578,1
2618,299.4,309.1,1670,35.9,68,0,1,2579,1
2619,299.4,309.1,1461,48.6,70,0,2,7759,1
2620,299.4,309.2,1569,40.8,73,0,1,2580,1
2621,299.4,309.2,1556,35.7,75,0,1,2581,1
2622,299.5,309.3,1506,41.5,77,0,2,7760,1
2623,299.6,309.4,1642,30.3,80,0,2,7761,1
2624,299.6,309.4,1283,62.1,83,0,2,7762,1
2625,299.7,309.5,1375,46.8,86,0,0,285,1
2626,299.7,309.4,1399,39.9,91,0,1,2582,1
2627,299.7,309.4,1650,29.8,93,0,1,2583,1
2628,299.8,309.6,1346,53.2,95,0,2,7763,1
2629,299.9,309.6,1410,51.2,98,0,0,286,1
2630,300.0,309.7,1586,37.8,103,0,1,2584,1
2631,300.0,309.8,1372,39.6,105,0,1,2585,1
2632,300.0,309.7,1529,42.4,107,0,0,287,1
2633,300.0,309.7,1652,28.6,112,0,2,7764,1
2634,300.1,309.8,1532,39.8,115,0,1,2586,1
2635,300.0,309.7,1554,32.0,117,0,1,2587,1
2636,299.9,309.6,1462,51.0,119,0,0,288,1
2637,299.9,309.6,1254,61.3,124,0,1,2588,1
2638,299.9,309.6,1294,49.7,126,0,1,2589,1
2639,299.8,309.5,1739,27.5,128,0,1,2590,1
2640,299.8,309.4,1412,47.8,130,0,2,7765,1
2641,299.9,309.5,1372,56.2,133,0,2,7766,1
2642,299.8,309.5,1420,46.7,136,0,0,289,1
2643,299.8,309.5,1542,40.3,141,0,1,2591,1
2644,299.8,309.4,1401,48.1,143,0,2,7767,1
2645,299.8,309.4,1510,42.5,146,0,1,2592,1
2646,299.9,309.5,1547,38.5,148,0,0,290,1
2647,299.8,309.5,1453,43.2,153,0,2,7768,1
2648,299.8,309.4,1408,45.6,156,0,1,2593,1
2649,299.8,309.4,1436,51.6,158,0,1,2594,1
2650,299.9,309.5,1582,38.2,160,0,2,7769,1
2651,299.9,309.6,1280,59.3,163,0,1,2595,1
2652,299.9,309.5,2008,20.4,165,0,1,2596,1
2653,299.9,309.5,1772,23.5,167,0,1,2597,1
2654,299.9,309.5,1779,26.1,169,0,1,2598,1
2655,299.9,309.5,1567,35.5,171,0,1,2599,1
2656,299.8,309.4,1751,27.0,173,0,2,7770,1
2657,299.9,309.5,1349,51.3,176,0,1,2600,1
2658,300.0,309.5,1425,40.8,178,0,2,7771,1
2659,300.0,309.4,1395,44.5,181,0,1,2601,1
2660,299.8,309.3,1595,32.1,183,0,0,291,1
2661,299.8,309.3,1291,56.4,188,0,1,2602,1
2662,299.9,309.4,1509,42.8,190,0,2,7772,1
2663,299.9,309.4,1483,38.1,193,0,2,7773,1
2664,299.9,309.3,1620,31.1,196,0,1,2603,1
2665,299.9,309.4,1487,42.2,198,0,2,7774,1
2666,299.8,309.4,2256,15.9,201,0,1,2604,1
2667,299.7,309.2,1691,27.7,203,0,0,292,1
2668,299.8,309.3,1663,35.2,208,0,2,7775,1
2669,299.8,309.3,1640,31.1,211,0,2,7776,1
2670,299.7,309.3,1494,37.8,214,0,0,293,1
2671,299.8,309.4,1467,46.2,219,0,1,2605,1
2672,299.7,309.3,1399,41.9,221,1,2,7777,5
2673,299.7,309.3,1445,42.6,0,0,1,2606,1
2674,299.8,309.4,1480,40.9,2,0,1,2607,1
2675,299.7,309.3,1546,37.2,4,0,1,2608,1
2676,299.7,309.3,1574,35.8,6,0,1,2609,1
2677,299.7,309.3,1592,34.2,8,0,1,2610,1
2678,299.8,309.5,1495,39.6,10,0,1,2611,1
2679,299.8,309.6,1447,43.1,12,0,1,2612,1
2680,299.8,309.5,1476,44.4,14,0,1,2613,1
2681,299.8,309.5,1641,27.1,16,0,1,2614,1
2682,299.8,309.5,1545,32.2,18,0,1,2615,1
2683,299.9,309.6,1364,44.4,20,0,2,7778,1
2684,299.8,309.5,1590,28.5,23,0,1,2616,1
2685,299.8,309.4,1460,37.4,25,0,1,2617,1
2686,299.8,309.4,1609,32.5,27,0,1,2618,1
2687,299.8,309.4,1633,27.5,29,0,1,2619,1
2688,299.9,309.4,1348,52.8,31,0,1,2620,1
2689,299.9,309.4,1322,53.9,33,0,1,2621,1
2690,300.0,309.5,1641,30.1,35,0,1,2622,1
2691,300.0,309.5,1728,26.0,37,0,1,2623,1
2692,300.0,309.6,1431,47.7,39,0,1,2624,1
2693,300.1,309.7,1641,30.4,41,0,1,2625,1
2694,300.1,309.6,1622,36.1,43,0,2,7779,1
2695,300.1,309.6,1625,38.0,46,0,2,7780,1
2696,300.0,309.5,1869,22.7,49,0,1,2626,1
2697,300.0,309.6,1452,46.0,51,0,1,2627,1
2698,300.0,309.6,1618,28.7,53,0,1,2628,1
2699,300.0,309.4,2010,20.0,55,0,1,2629,1
2700,299.9,309.4,1363,60.9,57,0,1,2630,1
2701,299.9,309.3,1473,40.4,59,0,1,2631,1
2702,299.9,309.2,1333,50.8,61,0,1,2632,1
2703,299.8,309.2,1760,25.9,63,0,1,2633,1
2704,299.8,309.2,1372,58.2,65,0,2,7781,1
2705,299.7,309.2,1608,34.4,68,0,2,7782,1
2706,299.7,309.2,1326,64.8,71,0,1,2634,1
2707,299.6,309.1,1560,37.1,73,0,2,7783,1
2708,299.6,309.0,1539,36.1,76,0,2,7784,1
2709,299.6,309.1,2266,15.3,79,0,1,2635,1
2710,299.6,309.1,1641,35.8,81,0,1,2636,1
2711,299.6,309.1,1574,39.2,83,0,1,2637,1
2712,299.6,309.1,1407,50.6,85,0,1,2638,1
2713,299.7,309.2,1302,55.5,87,0,0,294,1
2714,299.6,309.2,1651,30.8,92,0,2,7785,1
2715,299.6,309.1,1366,55.2,95,0,2,7786,1
2716,299.5,309.0,1701,28.6,98,0,2,7787,1
2717,299.5,309.0,1498,44.6,101,0,1,2639,1
2718,299.5,309.1,1422,45.3,103,0,2,7788,1
2719,299.5,309.1,1357,47.3,106,0,1,2640,1
2720,299.5,309.2,1690,29.2,108,0,1,2641,1
2721,299.6,309.2,1559,39.1,110,0,1,2642,1
2722,299.6,309.3,1553,32.4,112,0,2,7789,1
2723,299.6,309.3,1558,34.8,115,0,1,2643,1
2724,299.7,309.4,1362,51.9,117,0,1,2644,1
2725,299.8,309.3,1470,42.7,119,0,2,7790,1
2726,299.8,309.4,1555,34.8,122,0,1,2645,1
2727,299.8,309.4,1423,42.9,124,0,2,7791,1
2728,299.7,309.3,1434,38.5,127,0,1,2646,1
2729,299.7,309.3,1779,25.5,129,0,1,2647,1
2730,299.7,309.3,1417,54.6,131,0,1,2648,1
2731,299.6,309.2,1425,45.9,133,0,1,2649,1
2732,299.7,309.2,1597,32.9,135,0,2,7792,1
2733,299.7,309.2,1346,57.4,138,0,1,2650,1
2734,299.7,309.2,1422,40.4,140,0,1,2651,1
2735,299.7,309.2,1572,32.8,142,0,0,295,1
2736,299.7,309.2,1412,45.4,147,0,1,2652,1
2737,299.7,309.1,1576,36.4,149,0,2,7793,1
2738,299.7,309.1,1508,41.2,152,0,2,7794,1
2739,299.8,309.1,1496,44.4,155,0,2,7795,1
2740,299.8,309.2,1572,35.4,158,0,1,2653,1
2741,299.6,309.0,1525,42.8,160,0,1,2654,1
2742,299.6,309.0,1378,51.9,162,0,1,2655,1
2743,299.6,309.1,1369,51.4,164,0,1,2656,1
2744,299.6,309.1,1476,45.3,166,0,1,2657,1
2745,299.7,309.2,1620,30.0,168,0,1,2658,1
2746,299.7,309.1,1603,38.5,170,0,2,7796,1
2747,299.7,309.2,1411,46.1,173,0,1,2659,1
2748,299.7,309.2,1616,31.6,175,0,1,2660,1
2749,299.7,309.2,1631,35.1,177,0,1,2661,1
2750,299.7,309.2,1685,28.9,179,1,2,7797,1
2751,299.7,309.2,1456,40.6,182,0,0,296,1
2752,299.7,309.1,1417,50.1,187,0,1,2662,1
2753,299.7,309.1,1851,24.7,189,0,2,7798,1
2754,299.7,309.1,1715,27.8,192,0,1,2663,1
2755,299.6,309.1,1630,32.3,194,0,0,297,1
2756,299.7,309.2,1478,38.8,199,0,1,2664,1
2757,299.7,309.2,1781,29.6,201,0,1,2665,1
2758,299.8,309.2,1439,36.1,203,0,1,2666,1
2759,299.7,309.2,1412,45.3,205,0,2,7799,1
2760,299.7,309.1,1483,41.1,208,0,1,2667,1
2761,299.8,309.2,1400,42.6,210,0,1,2668,1
2762,299.8,309.3,1299,65.1,212,1,1,2669,2
2763,299.8,309.2,1479,44.4,214,0,1,2670,1
2764,299.8,309.2,1491,47.5,216,0,1,2671,1
2765,299.9,309.3,1389,52.8,0,0,2,7800,1
2766,299.9,309.4,1399,54.8,3,0,2,7801,1
2767,299.9,309.4,1889,26.0,6,0,2,7802,1
2768,300.0,309.5,1925,21.9,9,0,1,2672,1
2769,300.0,309.5,1675,30.2,11,0,1,2673,1
2770,300.0,309.6,1477,38.1,13,0,2,7803,1
2771,300.0,309.6,1364,45.9,16,0,1,2674,1
2772,299.9,309.5,1451,39.4,18,0,1,2675,1
2773,299.9,309.4,1467,41.2,20,0,1,2676,1
2774,299.9,309.4,1858,22.5,22,0,1,2677,1
2775,300.1,309.4,1559,39.7,24,0,1,2678,1
2776,300.1,309.4,1560,47.7,26,0,1,2679,1
2777,300.1,309.4,1453,47.6,28,0,1,2680,1
2778,300.1,309.4,1464,41.7,30,0,1,2681,1
2779,300.0,309.4,1308,50.2,32,0,1,2682,1
2780,300.1,309.5,1353,50.9,34,0,1,2683,1
2781,300.2,309.6,1556,35.8,36,0,2,7804,1
2782,300.2,309.5,2183,17.8,39,0,1,2684,1
2783,300.2,309.6,1491,41.8,41,0,2,7805,1
2784,300.2,309.6,1528,35.1,44,0,2,7806,1
2785,300.2,309.6,1430,52.7,47,0,1,2685,1
2786,300.2,309.5,1495,32.6,49,0,1,2686,1
2787,300.2,309.5,1630,28.3,51,0,2,7807,1
2788,300.3,309.6,1524,38.4,54,0,2,7808,1
